"﻿YEAR","JURISDICTION","AGE_GROUP","METRIC","BEST_DETECTION_METHOD","DETECTION_METHOD","AMPHETAMINE","CANNABIS","COCAINE","ECSTASY","METHYLAMPHETAMINE","OTHER","UNKNOWN","NO_DRUGS_DETECTED","COUNT","FINES","ARRESTS","CHARGES"
2023,"VIC","40-64","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",3,,,
2023,"VIC","40-64","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","40-64","positive_drug_tests","Yes","Indicator (Stage 1)","No","No","Not applicable","Yes","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","40-64","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","17-25","positive_drug_tests","Yes","Indicator (Stage 1)","No","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","26-39","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",2,,,
2023,"VIC","26-39","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",5,,,
2023,"VIC","40-64","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",4,,,
2023,"VIC","40-64","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","40-64","positive_drug_tests","Yes","Indicator (Stage 1)","No","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","17-25","positive_drug_tests","Yes","Indicator (Stage 1)","No","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","17-25","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",2,,,
2023,"VIC","17-25","positive_drug_tests","Yes","Indicator (Stage 1)","No","Yes","Not applicable","Yes","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","26-39","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",2,,,
2023,"VIC","26-39","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",4,,,
2023,"VIC","26-39","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","40-64","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",6,,,
2023,"VIC","40-64","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","65 and over","positive_drug_tests","Yes","Indicator (Stage 1)","No","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","17-25","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","17-25","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","26-39","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",4,,,
2023,"VIC","26-39","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",2,,,
2023,"VIC","40-64","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",3,,,
2023,"VIC","40-64","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",2,,,
2023,"VIC","17-25","positive_drug_tests","Yes","Indicator (Stage 1)","No","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","26-39","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","26-39","positive_drug_tests","Yes","Indicator (Stage 1)","No","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",2,,,
2023,"VIC","26-39","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",4,,,
2023,"VIC","26-39","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","40-64","positive_drug_tests","Yes","Indicator (Stage 1)","No","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","40-64","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",5,,,
2023,"VIC","40-64","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","40-64","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","40-64","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","65 and over","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","17-25","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","17-25","positive_drug_tests","Yes","Indicator (Stage 1)","No","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","17-25","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","26-39","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",6,,,
2023,"VIC","26-39","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",3,,,
2023,"VIC","26-39","positive_drug_tests","Yes","Indicator (Stage 1)","No","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","26-39","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","40-64","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",3,,,
2023,"VIC","40-64","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","17-25","positive_drug_tests","Yes","Indicator (Stage 1)","No","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","17-25","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","17-25","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","26-39","positive_drug_tests","Yes","Indicator (Stage 1)","No","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","26-39","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",6,,,
2023,"VIC","26-39","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",2,,,
2023,"VIC","26-39","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","26-39","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","40-64","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","40-64","positive_drug_tests","Yes","Indicator (Stage 1)","No","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",2,,,
2023,"VIC","40-64","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",3,,,
2023,"VIC","40-64","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",2,,,
2023,"VIC","40-64","positive_drug_tests","Yes","Indicator (Stage 1)","No","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","40-64","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",3,,,
2023,"VIC","17-25","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","26-39","positive_drug_tests","Yes","Indicator (Stage 1)","No","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","26-39","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",4,,,
2023,"VIC","26-39","positive_drug_tests","Yes","Indicator (Stage 1)","No","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","26-39","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","40-64","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",3,,,
2023,"VIC","40-64","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",2,,,
2023,"VIC","40-64","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","No","Not applicable","Yes","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","40-64","positive_drug_tests","Yes","Indicator (Stage 1)","No","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","40-64","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","17-25","positive_drug_tests","Yes","Indicator (Stage 1)","No","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","26-39","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","26-39","positive_drug_tests","Yes","Indicator (Stage 1)","No","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","26-39","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",4,,,
2023,"VIC","26-39","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","26-39","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","40-64","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",9,,,
2023,"VIC","17-25","positive_drug_tests","Yes","Indicator (Stage 1)","No","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",3,,,
2023,"VIC","17-25","positive_drug_tests","Yes","Indicator (Stage 1)","No","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","26-39","positive_drug_tests","Yes","Indicator (Stage 1)","No","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",2,,,
2023,"VIC","26-39","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","26-39","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","40-64","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","40-64","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",3,,,
2023,"VIC","40-64","positive_drug_tests","Yes","Indicator (Stage 1)","No","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","26-39","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","40-64","positive_drug_tests","Yes","Indicator (Stage 1)","No","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","40-64","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","26-39","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","26-39","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","26-39","positive_drug_tests","Yes","Indicator (Stage 1)","No","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","26-39","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","26-39","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","40-64","positive_drug_tests","Yes","Indicator (Stage 1)","No","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","17-25","positive_drug_tests","Yes","Indicator (Stage 1)","No","Yes","Not applicable","Yes","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","40-64","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","17-25","positive_drug_tests","Yes","Indicator (Stage 1)","No","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","40-64","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","17-25","positive_drug_tests","Yes","Indicator (Stage 1)","No","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","26-39","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",3,,,
2023,"VIC","26-39","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","40-64","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","40-64","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",2,,,
2023,"VIC","40-64","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","17-25","positive_drug_tests","Yes","Indicator (Stage 1)","No","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","40-64","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","40-64","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","26-39","positive_drug_tests","Yes","Indicator (Stage 1)","No","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","26-39","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","26-39","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","40-64","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","26-39","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","40-64","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","17-25","positive_drug_tests","Yes","Indicator (Stage 1)","No","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","26-39","positive_drug_tests","Yes","Indicator (Stage 1)","No","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","26-39","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","No","Not applicable","Yes","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","26-39","positive_drug_tests","Yes","Indicator (Stage 1)","No","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","17-25","positive_drug_tests","Yes","Indicator (Stage 1)","No","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"VIC","26-39","positive_drug_tests","Yes","Indicator (Stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,,,
2023,"WA","Unknown","positive_drug_tests","Yes","Laboratory or Toxicology (Stage 3)","Yes","No","Not applicable","No","Not applicable","Not applicable","No","No",3,3,,
2023,"WA","Unknown","positive_drug_tests","Yes","Laboratory or Toxicology (Stage 3)","Yes","Yes","Not applicable","No","Not applicable","Not applicable","No","No",1,1,,
2023,"WA","Unknown","positive_drug_tests","Yes","Laboratory or Toxicology (Stage 3)","No","No","Not applicable","No","Not applicable","Not applicable","No","Yes",1,1,,
2023,"WA","Unknown","positive_drug_tests","Yes","Laboratory or Toxicology (Stage 3)","No","Yes","Not applicable","No","Not applicable","Not applicable","No","No",1,1,,
2023,"WA","Unknown","positive_drug_tests","Yes","Laboratory or Toxicology (Stage 3)","Yes","No","Not applicable","No","Not applicable","Not applicable","No","No",4,4,,
2023,"WA","Unknown","positive_drug_tests","Yes","Laboratory or Toxicology (Stage 3)","Yes","Yes","Not applicable","No","Not applicable","Not applicable","No","No",1,1,,
2023,"WA","Unknown","positive_drug_tests","Yes","Laboratory or Toxicology (Stage 3)","No","Yes","Not applicable","No","Not applicable","Not applicable","No","No",1,1,,
2023,"WA","Unknown","positive_drug_tests","Yes","Laboratory or Toxicology (Stage 3)","Yes","Yes","Not applicable","No","Not applicable","Not applicable","No","No",1,1,,
2023,"WA","Unknown","positive_drug_tests","Yes","Laboratory or Toxicology (Stage 3)","Yes","No","Not applicable","No","Not applicable","Not applicable","No","No",1,1,,
2023,"WA","Unknown","positive_drug_tests","Yes","Laboratory or Toxicology (Stage 3)","Yes","No","Not applicable","No","Not applicable","Not applicable","No","No",1,1,,
2023,"WA","Unknown","positive_drug_tests","Yes","Laboratory or Toxicology (Stage 3)","Yes","Yes","Not applicable","No","Not applicable","Not applicable","No","No",1,1,,
2023,"WA","Unknown","positive_drug_tests","Yes","Laboratory or Toxicology (Stage 3)","No","Yes","Not applicable","No","Not applicable","Not applicable","No","No",1,1,,
2023,"WA","Unknown","positive_drug_tests","Yes","Laboratory or Toxicology (Stage 3)","Yes","No","Not applicable","No","Not applicable","Not applicable","No","No",1,1,,
2023,"WA","Unknown","positive_drug_tests","Yes","Laboratory or Toxicology (Stage 3)","Yes","Yes","Not applicable","No","Not applicable","Not applicable","No","No",1,1,,
2023,"WA","Unknown","positive_drug_tests","Yes","Laboratory or Toxicology (Stage 3)","No","Yes","Not applicable","No","Not applicable","Not applicable","No","No",2,2,,
2023,"WA","Unknown","positive_drug_tests","Yes","Laboratory or Toxicology (Stage 3)","Yes","No","Not applicable","No","Not applicable","Not applicable","No","No",2,2,,
2023,"WA","Unknown","positive_drug_tests","Yes","Laboratory or Toxicology (Stage 3)","No","No","Not applicable","No","Not applicable","Not applicable","No","Yes",2,2,,
2023,"WA","Unknown","positive_drug_tests","Yes","Laboratory or Toxicology (Stage 3)","Yes","No","Not applicable","No","Not applicable","Not applicable","No","No",2,2,,
2023,"WA","Unknown","positive_drug_tests","Yes","Laboratory or Toxicology (Stage 3)","No","Yes","Not applicable","No","Not applicable","Not applicable","No","No",1,1,,
2023,"WA","Unknown","positive_drug_tests","Yes","Laboratory or Toxicology (Stage 3)","Yes","No","Not applicable","No","Not applicable","Not applicable","No","No",2,2,,
2023,"WA","Unknown","positive_drug_tests","Yes","Laboratory or Toxicology (Stage 3)","No","Yes","Not applicable","No","Not applicable","Not applicable","No","No",1,1,,
2023,"WA","Unknown","positive_drug_tests","Yes","Laboratory or Toxicology (Stage 3)","No","No","Not applicable","No","Not applicable","Not applicable","No","Yes",1,1,,
2023,"WA","Unknown","positive_drug_tests","Yes","Laboratory or Toxicology (Stage 3)","Yes","Yes","Not applicable","No","Not applicable","Not applicable","No","No",1,1,,
2023,"WA","Unknown","positive_drug_tests","Yes","Laboratory or Toxicology (Stage 3)","Yes","No","Not applicable","No","Not applicable","Not applicable","No","No",1,1,,
2023,"WA","Unknown","positive_drug_tests","Yes","Laboratory or Toxicology (Stage 3)","Yes","No","Not applicable","No","Not applicable","Not applicable","No","No",1,1,,
2023,"WA","Unknown","positive_drug_tests","Yes","Laboratory or Toxicology (Stage 3)","No","Yes","Not applicable","No","Not applicable","Not applicable","No","No",2,2,,
2023,"WA","Unknown","positive_drug_tests","Yes","Laboratory or Toxicology (Stage 3)","Yes","No","Not applicable","No","Not applicable","Not applicable","No","No",2,2,,
2023,"WA","Unknown","positive_drug_tests","Yes","Laboratory or Toxicology (Stage 3)","Yes","No","Not applicable","No","Not applicable","Not applicable","No","No",2,2,,
2023,"WA","Unknown","positive_drug_tests","Yes","Laboratory or Toxicology (Stage 3)","Yes","No","Not applicable","No","Not applicable","Not applicable","No","No",1,1,,
2023,"WA","Unknown","positive_drug_tests","Yes","Laboratory or Toxicology (Stage 3)","Yes","No","Not applicable","No","Not applicable","Not applicable","No","No",1,1,,
2023,"WA","Unknown","positive_drug_tests","Yes","Laboratory or Toxicology (Stage 3)","Yes","No","Not applicable","No","Not applicable","Not applicable","No","No",1,1,,
2023,"WA","Unknown","positive_drug_tests","Yes","Laboratory or Toxicology (Stage 3)","Yes","Yes","Not applicable","No","Not applicable","Not applicable","No","No",1,1,,
2023,"WA","Unknown","positive_drug_tests","Yes","Laboratory or Toxicology (Stage 3)","Yes","No","Not applicable","No","Not applicable","Not applicable","No","No",1,1,,
2023,"WA","Unknown","positive_drug_tests","Yes","Laboratory or Toxicology (Stage 3)","Yes","Yes","Not applicable","No","Not applicable","Not applicable","No","No",1,1,,
2023,"WA","Unknown","positive_drug_tests","Yes","Laboratory or Toxicology (Stage 3)","Yes","No","Not applicable","No","Not applicable","Not applicable","No","No",1,1,,
2023,"WA","Unknown","positive_drug_tests","Yes","Laboratory or Toxicology (Stage 3)","No","Yes","Not applicable","No","Not applicable","Not applicable","No","No",1,1,,
2023,"WA","Unknown","positive_drug_tests","Yes","Laboratory or Toxicology (Stage 3)","No","No","Not applicable","No","Not applicable","Not applicable","No","Yes",1,1,,
2023,"WA","Unknown","positive_drug_tests","Yes","Laboratory or Toxicology (Stage 3)","Yes","No","Not applicable","No","Not applicable","Not applicable","No","No",1,1,,
2023,"WA","Unknown","positive_drug_tests","Yes","Laboratory or Toxicology (Stage 3)","Yes","No","Not applicable","No","Not applicable","Not applicable","No","No",1,1,,
2023,"WA","Unknown","positive_drug_tests","Yes","Laboratory or Toxicology (Stage 3)","Yes","No","Not applicable","No","Not applicable","Not applicable","No","No",2,2,,
2023,"WA","Unknown","positive_drug_tests","Yes","Laboratory or Toxicology (Stage 3)","Yes","Yes","Not applicable","No","Not applicable","Not applicable","No","No",3,3,,
2023,"WA","Unknown","positive_drug_tests","Yes","Laboratory or Toxicology (Stage 3)","No","Yes","Not applicable","No","Not applicable","Not applicable","No","No",2,2,,
2023,"WA","Unknown","positive_drug_tests","Yes","Laboratory or Toxicology (Stage 3)","Yes","No","Not applicable","No","Not applicable","Not applicable","No","No",4,4,,
2023,"WA","Unknown","positive_drug_tests","Yes","Laboratory or Toxicology (Stage 3)","No","No","Not applicable","No","Not applicable","Not applicable","No","Yes",1,1,,
2023,"WA","Unknown","positive_drug_tests","Yes","Laboratory or Toxicology (Stage 3)","Yes","No","Not applicable","No","Not applicable","Not applicable","No","No",4,4,,
2023,"WA","Unknown","positive_drug_tests","Yes","Laboratory or Toxicology (Stage 3)","Yes","Yes","Not applicable","No","Not applicable","Not applicable","No","No",1,1,,
2023,"WA","Unknown","positive_drug_tests","Yes","Laboratory or Toxicology (Stage 3)","Yes","Yes","Not applicable","No","Not applicable","Not applicable","No","No",1,1,,
2023,"WA","Unknown","positive_drug_tests","Yes","Laboratory or Toxicology (Stage 3)","Yes","No","Not applicable","No","Not applicable","Not applicable","No","No",1,1,,
2023,"WA","Unknown","positive_drug_tests","Yes","Laboratory or Toxicology (Stage 3)","No","No","Not applicable","No","Not applicable","Not applicable","No","Yes",8,8,,
2023,"WA","Unknown","positive_drug_tests","Yes","Laboratory or Toxicology (Stage 3)","No","Yes","Not applicable","No","Not applicable","Not applicable","No","No",16,16,,
2023,"WA","Unknown","positive_drug_tests","Yes","Laboratory or Toxicology (Stage 3)","Yes","No","Not applicable","No","Not applicable","Not applicable","No","No",20,20,,
2023,"WA","Unknown","positive_drug_tests","Yes","Laboratory or Toxicology (Stage 3)","Yes","Yes","Not applicable","No","Not applicable","Not applicable","No","No",2,2,,
2023,"WA","Unknown","positive_drug_tests","Yes","Laboratory or Toxicology (Stage 3)","Yes","Yes","Not applicable","No","Not applicable","Not applicable","No","No",1,1,,
