YEAR,JURISDICTION,AGE_GROUP,METRIC,DETECTION_METHOD,FINES
2023,TAS,65 and over,speed_fines,Fixed or mobile camera,434
2023,TAS,65 and over,speed_fines,Police issued,181
2023,VIC,17-25,speed_fines,Fixed camera,157
2023,VIC,17-25,speed_fines,Mobile camera,582
2023,VIC,17-25,speed_fines,Police issued,731
2023,VIC,26-39,speed_fines,Fixed camera,741
2023,VIC,26-39,speed_fines,Mobile camera,2056
2023,VIC,26-39,speed_fines,Police issued,1408
2023,VIC,40-64,speed_fines,Fixed camera,1171
2023,VIC,40-64,speed_fines,Mobile camera,3505
2023,VIC,40-64,speed_fines,Police issued,1764
2023,VIC,65 and over,speed_fines,Fixed camera,546
2023,VIC,65 and over,speed_fines,Mobile camera,1632
2023,VIC,65 and over,speed_fines,Police issued,474
2023,VIC,0-16,speed_fines,Police issued,1
2023,VIC,17-25,speed_fines,Fixed camera,2302
2023,VIC,17-25,speed_fines,Mobile camera,2060
2023,VIC,17-25,speed_fines,Police issued,932
2023,VIC,26-39,speed_fines,Fixed camera,9321
2023,VIC,26-39,speed_fines,Mobile camera,9294
2023,VIC,26-39,speed_fines,Police issued,1740
2023,VIC,40-64,speed_fines,Fixed camera,16204
2023,VIC,40-64,speed_fines,Mobile camera,15282
2023,VIC,40-64,speed_fines,Police issued,2072
2023,VIC,65 and over,speed_fines,Fixed camera,4903
2023,VIC,65 and over,speed_fines,Mobile camera,4603
2023,VIC,65 and over,speed_fines,Police issued,367
2023,VIC,17-25,speed_fines,Fixed camera,1
2023,VIC,17-25,speed_fines,Mobile camera,77
2023,VIC,17-25,speed_fines,Police issued,186
2023,VIC,26-39,speed_fines,Fixed camera,17
2023,VIC,26-39,speed_fines,Mobile camera,326
2023,VIC,26-39,speed_fines,Police issued,405
2023,VIC,40-64,speed_fines,Fixed camera,22
2023,VIC,40-64,speed_fines,Mobile camera,579
2023,VIC,40-64,speed_fines,Police issued,469
2023,VIC,65 and over,speed_fines,Fixed camera,9
2023,VIC,65 and over,speed_fines,Mobile camera,345
2023,VIC,65 and over,speed_fines,Police issued,123
2023,VIC,17-25,speed_fines,Police issued,3
2023,VIC,26-39,speed_fines,Police issued,8
2023,VIC,40-64,speed_fines,Police issued,4
2023,VIC,65 and over,speed_fines,Police issued,2
2023,VIC,17-25,speed_fines,Fixed camera,58
2023,VIC,17-25,speed_fines,Mobile camera,54
2023,VIC,17-25,speed_fines,Police issued,4
2023,VIC,26-39,speed_fines,Fixed camera,203
2023,VIC,26-39,speed_fines,Mobile camera,169
2023,VIC,26-39,speed_fines,Police issued,19
2023,VIC,40-64,speed_fines,Fixed camera,333
2023,VIC,40-64,speed_fines,Mobile camera,244
2023,VIC,40-64,speed_fines,Police issued,26
2023,VIC,65 and over,speed_fines,Fixed camera,99
2023,VIC,65 and over,speed_fines,Mobile camera,98
2023,VIC,65 and over,speed_fines,Police issued,6
2023,WA,17-25,speed_fines,Average speed camera,266
2023,WA,17-25,speed_fines,Fixed camera,1178
2023,WA,17-25,speed_fines,Mobile camera,4505
2023,WA,17-25,speed_fines,Police issued,695
2023,WA,17-25,speed_fines,Red light camera,915
2023,WA,26-39,speed_fines,Average speed camera,631
2023,WA,26-39,speed_fines,Fixed camera,3463
2023,WA,26-39,speed_fines,Mobile camera,11506
2023,WA,26-39,speed_fines,Police issued,1495
2023,WA,26-39,speed_fines,Red light camera,3087
2023,WA,40-64,speed_fines,Average speed camera,673
2023,WA,40-64,speed_fines,Fixed camera,5077
2023,WA,40-64,speed_fines,Mobile camera,16622
2023,WA,40-64,speed_fines,Police issued,1719
2023,WA,40-64,speed_fines,Red light camera,6471
2023,WA,65 and over,speed_fines,Average speed camera,123
2023,WA,65 and over,speed_fines,Fixed camera,1210
2023,WA,65 and over,speed_fines,Mobile camera,4273
2023,WA,65 and over,speed_fines,Police issued,333
2023,WA,65 and over,speed_fines,Red light camera,1685
2023,ACT,0-16,speed_fines,Fixed camera,1
2023,ACT,0-16,speed_fines,Mobile camera,1
2023,ACT,0-16,speed_fines,Police issued,2
2023,ACT,17-25,speed_fines,Fixed camera,582
2023,ACT,17-25,speed_fines,Mobile camera,157
2023,ACT,17-25,speed_fines,Police issued,99
2023,ACT,26-39,speed_fines,Fixed camera,1317
2023,ACT,26-39,speed_fines,Mobile camera,295
2023,ACT,26-39,speed_fines,Police issued,126
2023,ACT,40-64,speed_fines,Fixed camera,2313
2023,ACT,40-64,speed_fines,Mobile camera,468
2023,ACT,40-64,speed_fines,Police issued,107
2023,ACT,65 and over,speed_fines,Fixed camera,704
2023,ACT,65 and over,speed_fines,Mobile camera,155
2023,ACT,65 and over,speed_fines,Police issued,8
2023,NSW,0-16,speed_fines,Police issued,13
2023,NSW,17-25,speed_fines,Police issued,1505
2023,NSW,26-39,speed_fines,Police issued,2329
2023,NSW,40-64,speed_fines,Police issued,2330
2023,NSW,65 and over,speed_fines,Police issued,498
2023,NSW,0-16,speed_fines,Police issued,5
2023,NSW,17-25,speed_fines,Police issued,1858
2023,NSW,26-39,speed_fines,Police issued,2231
2023,NSW,40-64,speed_fines,Police issued,1845
2023,NSW,65 and over,speed_fines,Police issued,229
2023,NSW,0-16,speed_fines,Police issued,3
2023,NSW,17-25,speed_fines,Police issued,462
2023,NSW,26-39,speed_fines,Police issued,710
2023,NSW,40-64,speed_fines,Police issued,863
2023,NSW,65 and over,speed_fines,Police issued,209
2023,NSW,17-25,speed_fines,Police issued,48
2023,NSW,26-39,speed_fines,Police issued,93
2023,NSW,40-64,speed_fines,Police issued,124
2023,NSW,65 and over,speed_fines,Police issued,38
2023,NSW,17-25,speed_fines,Police issued,7
2023,NSW,26-39,speed_fines,Police issued,2
2023,NSW,40-64,speed_fines,Police issued,12
2023,NSW,65 and over,speed_fines,Police issued,2
2023,NSW,17-25,speed_fines,Police issued,8
2023,NSW,26-39,speed_fines,Police issued,22
2023,NSW,40-64,speed_fines,Police issued,19
2023,NSW,65 and over,speed_fines,Police issued,3
2023,NT,0-16,speed_fines,Police issued,3
2023,NT,0-16,speed_fines,Red light camera,2
2023,NT,17-25,speed_fines,Mobile camera,260
2023,NT,17-25,speed_fines,Police issued,85
2023,NT,17-25,speed_fines,Red light camera,81
2023,NT,26-39,speed_fines,Mobile camera,592
2023,NT,26-39,speed_fines,Police issued,156
2023,NT,26-39,speed_fines,Red light camera,231
2023,NT,40-64,speed_fines,Mobile camera,746
2023,NT,40-64,speed_fines,Police issued,179
2023,NT,40-64,speed_fines,Red light camera,342
2023,NT,65 and over,speed_fines,Mobile camera,196
2023,NT,65 and over,speed_fines,Police issued,23
2023,NT,65 and over,speed_fines,Red light camera,68
2023,SA,17-25,speed_fines,Fixed camera,411
2023,SA,17-25,speed_fines,Mobile camera,694
2023,SA,17-25,speed_fines,Police issued,729
2023,SA,26-39,speed_fines,Fixed camera,1059
2023,SA,26-39,speed_fines,Mobile camera,1836
2023,SA,26-39,speed_fines,Police issued,1252
2023,SA,40-64,speed_fines,Fixed camera,1982
2023,SA,40-64,speed_fines,Mobile camera,3095
2023,SA,40-64,speed_fines,Police issued,1709
2023,SA,65 and over,speed_fines,Fixed camera,768
2023,SA,65 and over,speed_fines,Mobile camera,1016
2023,SA,65 and over,speed_fines,Police issued,426
2023,TAS,0-16,speed_fines,Fixed or mobile camera,1
2023,TAS,17-25,speed_fines,Fixed or mobile camera,370
2023,TAS,17-25,speed_fines,Police issued,321
2023,TAS,26-39,speed_fines,Fixed or mobile camera,903
2023,TAS,26-39,speed_fines,Police issued,523
2023,TAS,40-64,speed_fines,Fixed or mobile camera,1246
2023,TAS,40-64,speed_fines,Police issued,539
2023,TAS,65 and over,speed_fines,Fixed or mobile camera,458
2023,TAS,65 and over,speed_fines,Police issued,158
2023,VIC,0-16,speed_fines,Police issued,1
2023,VIC,17-25,speed_fines,Fixed camera,188
2023,VIC,17-25,speed_fines,Mobile camera,575
2023,VIC,17-25,speed_fines,Police issued,770
2023,VIC,26-39,speed_fines,Fixed camera,753
2023,VIC,26-39,speed_fines,Mobile camera,2153
2023,VIC,26-39,speed_fines,Police issued,1379
2023,VIC,40-64,speed_fines,Fixed camera,1321
2023,VIC,40-64,speed_fines,Mobile camera,3463
2023,VIC,40-64,speed_fines,Police issued,1688
2023,VIC,65 and over,speed_fines,Fixed camera,534
2023,VIC,65 and over,speed_fines,Mobile camera,1489
2023,VIC,65 and over,speed_fines,Police issued,416
2023,VIC,17-25,speed_fines,Fixed camera,2127
2023,VIC,17-25,speed_fines,Mobile camera,1945
2023,VIC,17-25,speed_fines,Police issued,875
2023,VIC,26-39,speed_fines,Fixed camera,8718
2023,VIC,26-39,speed_fines,Mobile camera,8560
2023,VIC,26-39,speed_fines,Police issued,1536
2023,VIC,40-64,speed_fines,Fixed camera,14749
2023,VIC,40-64,speed_fines,Mobile camera,13962
2023,VIC,40-64,speed_fines,Police issued,1677
2023,VIC,65 and over,speed_fines,Fixed camera,4455
2023,VIC,65 and over,speed_fines,Mobile camera,4175
2023,VIC,65 and over,speed_fines,Police issued,306
2023,VIC,17-25,speed_fines,Fixed camera,4
2023,VIC,17-25,speed_fines,Mobile camera,102
2023,VIC,17-25,speed_fines,Police issued,161
2023,VIC,26-39,speed_fines,Fixed camera,16
2023,VIC,26-39,speed_fines,Mobile camera,393
2023,VIC,26-39,speed_fines,Police issued,328
2023,VIC,40-64,speed_fines,Fixed camera,18
2023,VIC,40-64,speed_fines,Mobile camera,671
2023,VIC,40-64,speed_fines,Police issued,403
2023,VIC,65 and over,speed_fines,Fixed camera,3
2023,VIC,65 and over,speed_fines,Mobile camera,261
2023,VIC,65 and over,speed_fines,Police issued,85
2023,VIC,17-25,speed_fines,Mobile camera,1
2023,VIC,17-25,speed_fines,Police issued,5
2023,VIC,26-39,speed_fines,Mobile camera,1
2023,VIC,26-39,speed_fines,Police issued,12
2023,VIC,40-64,speed_fines,Mobile camera,2
2023,VIC,40-64,speed_fines,Police issued,15
2023,VIC,65 and over,speed_fines,Mobile camera,1
2023,VIC,65 and over,speed_fines,Police issued,8
2023,VIC,17-25,speed_fines,Fixed camera,59
2023,VIC,17-25,speed_fines,Mobile camera,43
2023,VIC,17-25,speed_fines,Police issued,3
2023,VIC,26-39,speed_fines,Fixed camera,246
2023,VIC,26-39,speed_fines,Mobile camera,173
2023,VIC,26-39,speed_fines,Police issued,13
2023,VIC,40-64,speed_fines,Fixed camera,360
2023,VIC,40-64,speed_fines,Mobile camera,250
2023,VIC,40-64,speed_fines,Police issued,17
2023,VIC,65 and over,speed_fines,Fixed camera,123
2023,VIC,65 and over,speed_fines,Mobile camera,101
2023,VIC,65 and over,speed_fines,Police issued,6
2023,WA,0-16,speed_fines,Mobile camera,2
2023,WA,17-25,speed_fines,Average speed camera,228
2023,WA,17-25,speed_fines,Fixed camera,1103
2023,WA,17-25,speed_fines,Mobile camera,4984
2023,WA,17-25,speed_fines,Police issued,713
2023,WA,17-25,speed_fines,Red light camera,853
2023,WA,26-39,speed_fines,Average speed camera,550
2023,WA,26-39,speed_fines,Fixed camera,3564
2023,WA,26-39,speed_fines,Mobile camera,12026
2023,WA,26-39,speed_fines,Police issued,1497
2023,WA,26-39,speed_fines,Red light camera,3212
2023,WA,40-64,speed_fines,Average speed camera,589
2023,WA,40-64,speed_fines,Fixed camera,5067
2023,WA,40-64,speed_fines,Mobile camera,17048
2023,WA,40-64,speed_fines,Police issued,1728
2023,WA,40-64,speed_fines,Red light camera,6593
2023,WA,65 and over,speed_fines,Average speed camera,104
2023,WA,65 and over,speed_fines,Fixed camera,1152
2023,WA,65 and over,speed_fines,Mobile camera,4021
2023,WA,65 and over,speed_fines,Police issued,329
2023,WA,65 and over,speed_fines,Red light camera,1745
2023,ACT,0-16,speed_fines,Fixed camera,1
2023,ACT,0-16,speed_fines,Mobile camera,1
2023,ACT,0-16,speed_fines,Police issued,3
2023,ACT,17-25,speed_fines,Fixed camera,510
2023,ACT,17-25,speed_fines,Mobile camera,178
2023,ACT,17-25,speed_fines,Police issued,55
2023,ACT,26-39,speed_fines,Fixed camera,1196
2023,ACT,26-39,speed_fines,Mobile camera,352
2023,ACT,26-39,speed_fines,Police issued,52
2023,ACT,40-64,speed_fines,Fixed camera,2112
2023,ACT,40-64,speed_fines,Mobile camera,532
2023,ACT,40-64,speed_fines,Police issued,47
2023,ACT,65 and over,speed_fines,Fixed camera,679
2023,ACT,65 and over,speed_fines,Mobile camera,175
2023,ACT,65 and over,speed_fines,Police issued,4
2023,NSW,0-16,speed_fines,Police issued,5
2023,NSW,17-25,speed_fines,Police issued,1242
2023,NSW,26-39,speed_fines,Police issued,1892
2023,NSW,40-64,speed_fines,Police issued,2093
2023,NSW,65 and over,speed_fines,Police issued,518
2023,NSW,0-16,speed_fines,Police issued,5
2023,NSW,17-25,speed_fines,Police issued,1606
2023,NSW,26-39,speed_fines,Police issued,1940
2023,NSW,40-64,speed_fines,Police issued,1698
2023,NSW,65 and over,speed_fines,Police issued,239
2023,NSW,0-16,speed_fines,Police issued,2
2023,NSW,17-25,speed_fines,Police issued,314
2023,NSW,26-39,speed_fines,Police issued,505
2023,NSW,40-64,speed_fines,Police issued,655
2023,NSW,65 and over,speed_fines,Police issued,189
2023,NSW,17-25,speed_fines,Police issued,13
2023,NSW,26-39,speed_fines,Police issued,24
2023,NSW,40-64,speed_fines,Police issued,38
2023,NSW,65 and over,speed_fines,Police issued,15
2023,NSW,17-25,speed_fines,Police issued,7
2023,NSW,26-39,speed_fines,Police issued,6
2023,NSW,40-64,speed_fines,Police issued,4
2023,NSW,17-25,speed_fines,Police issued,1
2023,NSW,26-39,speed_fines,Police issued,4
2023,NSW,40-64,speed_fines,Police issued,1
2023,NSW,65 and over,speed_fines,Police issued,2
2023,NT,0-16,speed_fines,Mobile camera,1
2023,NT,0-16,speed_fines,Police issued,2
2023,NT,0-16,speed_fines,Red light camera,1
2023,NT,17-25,speed_fines,Mobile camera,311
2023,NT,17-25,speed_fines,Police issued,42
2023,NT,17-25,speed_fines,Red light camera,104
2023,NT,26-39,speed_fines,Mobile camera,830
2023,NT,26-39,speed_fines,Police issued,103
2023,NT,26-39,speed_fines,Red light camera,419
2023,NT,40-64,speed_fines,Mobile camera,1067
2023,NT,40-64,speed_fines,Police issued,82
2023,NT,40-64,speed_fines,Red light camera,532
2023,NT,65 and over,speed_fines,Mobile camera,297
2023,NT,65 and over,speed_fines,Police issued,10
2023,NT,65 and over,speed_fines,Red light camera,120
2023,SA,17-25,speed_fines,Fixed camera,487
2023,SA,17-25,speed_fines,Mobile camera,910
2023,SA,17-25,speed_fines,Police issued,601
2023,SA,26-39,speed_fines,Fixed camera,1311
2023,SA,26-39,speed_fines,Mobile camera,2279
2023,SA,26-39,speed_fines,Police issued,1115
2023,SA,40-64,speed_fines,Fixed camera,2506
2023,SA,40-64,speed_fines,Mobile camera,3762
2023,SA,40-64,speed_fines,Police issued,1441
2023,SA,65 and over,speed_fines,Fixed camera,941
2023,SA,65 and over,speed_fines,Mobile camera,1024
2023,SA,65 and over,speed_fines,Police issued,416
2023,TAS,0-16,speed_fines,Fixed or mobile camera,3
2023,TAS,17-25,speed_fines,Fixed or mobile camera,427
2023,TAS,17-25,speed_fines,Police issued,324
2023,TAS,26-39,speed_fines,Fixed or mobile camera,1188
2023,TAS,26-39,speed_fines,Police issued,539
2023,TAS,40-64,speed_fines,Fixed or mobile camera,1624
2023,TAS,40-64,speed_fines,Police issued,656
2023,TAS,65 and over,speed_fines,Fixed or mobile camera,548
2023,TAS,65 and over,speed_fines,Police issued,181
2023,VIC,17-25,speed_fines,Fixed camera,105
2023,VIC,17-25,speed_fines,Mobile camera,497
2023,VIC,17-25,speed_fines,Police issued,611
2023,VIC,26-39,speed_fines,Fixed camera,432
2023,VIC,26-39,speed_fines,Mobile camera,1829
2023,VIC,26-39,speed_fines,Police issued,1213
2023,VIC,40-64,speed_fines,Fixed camera,814
2023,VIC,40-64,speed_fines,Mobile camera,2971
2023,VIC,40-64,speed_fines,Police issued,1523
2023,VIC,65 and over,speed_fines,Fixed camera,350
2023,VIC,65 and over,speed_fines,Mobile camera,1364
2023,VIC,65 and over,speed_fines,Police issued,397
2023,VIC,17-25,speed_fines,Fixed camera,2469
2023,VIC,17-25,speed_fines,Mobile camera,1946
2023,VIC,17-25,speed_fines,Police issued,873
2023,VIC,26-39,speed_fines,Fixed camera,9869
2023,VIC,26-39,speed_fines,Mobile camera,8041
2023,VIC,26-39,speed_fines,Police issued,1609
2023,VIC,40-64,speed_fines,Fixed camera,16348
2023,VIC,40-64,speed_fines,Mobile camera,13688
2023,VIC,40-64,speed_fines,Police issued,1749
2023,VIC,65 and over,speed_fines,Fixed camera,4888
2023,VIC,65 and over,speed_fines,Mobile camera,3967
2023,VIC,65 and over,speed_fines,Police issued,326
2023,VIC,17-25,speed_fines,Mobile camera,75
2023,VIC,17-25,speed_fines,Police issued,107
2023,VIC,26-39,speed_fines,Fixed camera,6
2023,VIC,26-39,speed_fines,Mobile camera,299
2023,VIC,26-39,speed_fines,Police issued,187
2023,VIC,40-64,speed_fines,Fixed camera,18
2023,VIC,40-64,speed_fines,Mobile camera,556
2023,VIC,40-64,speed_fines,Police issued,238
2023,VIC,65 and over,speed_fines,Fixed camera,7
2023,VIC,65 and over,speed_fines,Mobile camera,287
2023,VIC,65 and over,speed_fines,Police issued,64
2023,VIC,17-25,speed_fines,Police issued,1
2023,VIC,26-39,speed_fines,Police issued,6
2023,VIC,40-64,speed_fines,Police issued,4
2023,VIC,65 and over,speed_fines,Police issued,2
2023,VIC,17-25,speed_fines,Fixed camera,46
2023,VIC,17-25,speed_fines,Mobile camera,51
2023,VIC,17-25,speed_fines,Police issued,5
2023,VIC,26-39,speed_fines,Fixed camera,180
2023,VIC,26-39,speed_fines,Mobile camera,152
2023,VIC,26-39,speed_fines,Police issued,14
2023,VIC,40-64,speed_fines,Fixed camera,258
2023,VIC,40-64,speed_fines,Mobile camera,207
2023,VIC,40-64,speed_fines,Police issued,20
2023,VIC,65 and over,speed_fines,Fixed camera,72
2023,VIC,65 and over,speed_fines,Mobile camera,106
2023,VIC,65 and over,speed_fines,Police issued,2
2023,WA,0-16,speed_fines,Fixed camera,1
2023,WA,17-25,speed_fines,Average speed camera,218
2023,WA,17-25,speed_fines,Fixed camera,866
2023,WA,17-25,speed_fines,Mobile camera,4485
2023,WA,17-25,speed_fines,Police issued,787
2023,WA,17-25,speed_fines,Red light camera,871
2023,WA,26-39,speed_fines,Average speed camera,409
2023,WA,26-39,speed_fines,Fixed camera,2950
2023,WA,26-39,speed_fines,Mobile camera,10393
2023,WA,26-39,speed_fines,Police issued,1524
2023,WA,26-39,speed_fines,Red light camera,3091
2023,WA,40-64,speed_fines,Average speed camera,504
2023,WA,40-64,speed_fines,Fixed camera,4226
2023,WA,40-64,speed_fines,Mobile camera,15404
2023,WA,40-64,speed_fines,Police issued,1756
2023,WA,40-64,speed_fines,Red light camera,6253
2023,WA,65 and over,speed_fines,Average speed camera,95
2023,WA,65 and over,speed_fines,Fixed camera,1038
2023,WA,65 and over,speed_fines,Mobile camera,3762
2023,WA,65 and over,speed_fines,Police issued,351
2023,WA,65 and over,speed_fines,Red light camera,1630
2023,ACT,0-16,speed_fines,Fixed camera,1
2023,ACT,0-16,speed_fines,Police issued,2
2023,ACT,17-25,speed_fines,Fixed camera,452
2023,ACT,17-25,speed_fines,Mobile camera,176
2023,ACT,17-25,speed_fines,Police issued,42
2023,ACT,26-39,speed_fines,Fixed camera,1108
2023,ACT,26-39,speed_fines,Mobile camera,404
2023,ACT,26-39,speed_fines,Police issued,47
2023,ACT,40-64,speed_fines,Fixed camera,1805
2023,ACT,40-64,speed_fines,Mobile camera,558
2023,ACT,40-64,speed_fines,Police issued,47
2023,ACT,65 and over,speed_fines,Fixed camera,527
2023,ACT,65 and over,speed_fines,Mobile camera,203
2023,ACT,65 and over,speed_fines,Police issued,4
2023,NSW,0-16,speed_fines,Police issued,2
2023,NSW,17-25,speed_fines,Police issued,1586
2023,NSW,26-39,speed_fines,Police issued,2494
2023,NSW,40-64,speed_fines,Police issued,2557
2023,NSW,65 and over,speed_fines,Police issued,577
2023,NSW,0-16,speed_fines,Police issued,4
2023,NSW,17-25,speed_fines,Police issued,2304
2023,NSW,26-39,speed_fines,Police issued,2791
2023,NSW,40-64,speed_fines,Police issued,2416
2023,NSW,65 and over,speed_fines,Police issued,390
2023,NSW,0-16,speed_fines,Police issued,1
2023,NSW,17-25,speed_fines,Police issued,480
2023,NSW,26-39,speed_fines,Police issued,763
2023,NSW,40-64,speed_fines,Police issued,821
2023,NSW,65 and over,speed_fines,Police issued,198
2023,NSW,17-25,speed_fines,Police issued,17
2023,NSW,26-39,speed_fines,Police issued,45
2023,NSW,40-64,speed_fines,Police issued,34
2023,NSW,65 and over,speed_fines,Police issued,12
2023,NSW,17-25,speed_fines,Police issued,10
2023,NSW,26-39,speed_fines,Police issued,10
2023,NSW,40-64,speed_fines,Police issued,10
2023,NSW,65 and over,speed_fines,Police issued,2
2023,NSW,17-25,speed_fines,Police issued,2
2023,NSW,26-39,speed_fines,Police issued,5
2023,NSW,40-64,speed_fines,Police issued,3
2023,NT,0-16,speed_fines,Mobile camera,2
2023,NT,0-16,speed_fines,Red light camera,3
2023,NT,17-25,speed_fines,Mobile camera,327
2023,NT,17-25,speed_fines,Police issued,56
2023,NT,17-25,speed_fines,Red light camera,90
2023,NT,26-39,speed_fines,Mobile camera,818
2023,NT,26-39,speed_fines,Police issued,114
2023,NT,26-39,speed_fines,Red light camera,346
2023,NT,40-64,speed_fines,Mobile camera,981
2023,NT,40-64,speed_fines,Police issued,100
2023,NT,40-64,speed_fines,Red light camera,468
2023,NT,65 and over,speed_fines,Mobile camera,303
2023,NT,65 and over,speed_fines,Police issued,26
2023,NT,65 and over,speed_fines,Red light camera,105
2023,SA,0-16,speed_fines,Fixed camera,1
2023,SA,0-16,speed_fines,Mobile camera,3
2023,SA,0-16,speed_fines,Police issued,2
2023,SA,17-25,speed_fines,Fixed camera,523
2023,SA,17-25,speed_fines,Mobile camera,946
2023,SA,17-25,speed_fines,Police issued,696
2023,SA,26-39,speed_fines,Fixed camera,1245
2023,SA,26-39,speed_fines,Mobile camera,2291
2023,SA,26-39,speed_fines,Police issued,1172
2023,SA,40-64,speed_fines,Fixed camera,2205
2023,SA,40-64,speed_fines,Mobile camera,4028
2023,SA,40-64,speed_fines,Police issued,1505
2023,SA,65 and over,speed_fines,Fixed camera,806
2023,SA,65 and over,speed_fines,Mobile camera,1120
2023,SA,65 and over,speed_fines,Police issued,362
2023,TAS,0-16,speed_fines,Fixed or mobile camera,2
2023,TAS,0-16,speed_fines,Police issued,1
2023,TAS,17-25,speed_fines,Fixed or mobile camera,488
2023,TAS,17-25,speed_fines,Police issued,265
2023,TAS,26-39,speed_fines,Fixed or mobile camera,1158
2023,TAS,26-39,speed_fines,Police issued,427
2023,TAS,40-64,speed_fines,Fixed or mobile camera,1614
2023,TAS,40-64,speed_fines,Police issued,469
2023,TAS,65 and over,speed_fines,Fixed or mobile camera,613
2023,TAS,65 and over,speed_fines,Police issued,134
2023,VIC,0-16,speed_fines,Police issued,3
2023,VIC,17-25,speed_fines,Fixed camera,38
2023,VIC,17-25,speed_fines,Mobile camera,571
2023,VIC,17-25,speed_fines,Police issued,676
2023,VIC,26-39,speed_fines,Fixed camera,139
2023,VIC,26-39,speed_fines,Mobile camera,1944
2023,VIC,26-39,speed_fines,Police issued,1304
2023,VIC,40-64,speed_fines,Fixed camera,318
2023,VIC,40-64,speed_fines,Mobile camera,3340
2023,VIC,40-64,speed_fines,Police issued,1675
2023,VIC,65 and over,speed_fines,Fixed camera,160
2023,VIC,65 and over,speed_fines,Mobile camera,1284
2023,VIC,65 and over,speed_fines,Police issued,397
2023,VIC,17-25,speed_fines,Fixed camera,2907
2023,VIC,17-25,speed_fines,Mobile camera,2024
2023,VIC,17-25,speed_fines,Police issued,949
2023,VIC,26-39,speed_fines,Fixed camera,10464
2023,VIC,26-39,speed_fines,Mobile camera,8418
2023,VIC,26-39,speed_fines,Police issued,1669
2023,VIC,40-64,speed_fines,Fixed camera,16073
2023,VIC,40-64,speed_fines,Mobile camera,13468
2023,VIC,40-64,speed_fines,Police issued,1941
2023,VIC,65 and over,speed_fines,Fixed camera,4334
2023,VIC,65 and over,speed_fines,Mobile camera,3784
2023,VIC,65 and over,speed_fines,Police issued,335
2023,VIC,0-16,speed_fines,Police issued,1
2023,VIC,17-25,speed_fines,Fixed camera,4
2023,VIC,17-25,speed_fines,Mobile camera,97
2023,VIC,17-25,speed_fines,Police issued,127
2023,VIC,26-39,speed_fines,Fixed camera,10
2023,VIC,26-39,speed_fines,Mobile camera,337
2023,VIC,26-39,speed_fines,Police issued,316
2023,VIC,40-64,speed_fines,Fixed camera,17
2023,VIC,40-64,speed_fines,Mobile camera,554
2023,VIC,40-64,speed_fines,Police issued,329
2023,VIC,65 and over,speed_fines,Fixed camera,4
2023,VIC,65 and over,speed_fines,Mobile camera,255
2023,VIC,65 and over,speed_fines,Police issued,81
2023,VIC,17-25,speed_fines,Police issued,1
2023,VIC,26-39,speed_fines,Police issued,3
2023,VIC,40-64,speed_fines,Police issued,13
2023,VIC,65 and over,speed_fines,Police issued,6
2023,VIC,17-25,speed_fines,Fixed camera,40
2023,VIC,17-25,speed_fines,Mobile camera,51
2023,VIC,17-25,speed_fines,Police issued,54
2023,VIC,26-39,speed_fines,Fixed camera,170
2023,VIC,26-39,speed_fines,Mobile camera,177
2023,VIC,26-39,speed_fines,Police issued,87
2023,VIC,40-64,speed_fines,Fixed camera,247
2023,VIC,40-64,speed_fines,Mobile camera,296
2023,VIC,40-64,speed_fines,Police issued,95
2023,VIC,65 and over,speed_fines,Fixed camera,58
2023,VIC,65 and over,speed_fines,Mobile camera,97
2023,VIC,65 and over,speed_fines,Police issued,24
2023,WA,0-16,speed_fines,Fixed camera,1
2023,WA,0-16,speed_fines,Mobile camera,2
2023,WA,17-25,speed_fines,Average speed camera,180
2023,WA,17-25,speed_fines,Fixed camera,842
2023,WA,17-25,speed_fines,Mobile camera,3888
2023,WA,17-25,speed_fines,Police issued,787
2023,WA,17-25,speed_fines,Red light camera,678
2023,WA,26-39,speed_fines,Average speed camera,440
2023,WA,26-39,speed_fines,Fixed camera,2652
2023,WA,26-39,speed_fines,Mobile camera,9339
2023,WA,26-39,speed_fines,Police issued,1449
2023,WA,26-39,speed_fines,Red light camera,2290
2023,WA,40-64,speed_fines,Average speed camera,498
2023,WA,40-64,speed_fines,Fixed camera,4038
2023,WA,40-64,speed_fines,Mobile camera,13549
2023,WA,40-64,speed_fines,Police issued,1647
2023,WA,40-64,speed_fines,Red light camera,4600
2023,WA,65 and over,speed_fines,Average speed camera,100
2023,WA,65 and over,speed_fines,Fixed camera,916
2023,WA,65 and over,speed_fines,Mobile camera,3301
2023,WA,65 and over,speed_fines,Police issued,322
2023,WA,65 and over,speed_fines,Red light camera,1176
2023,ACT,0-16,speed_fines,Fixed camera,2
2023,ACT,0-16,speed_fines,Police issued,2
2023,ACT,17-25,speed_fines,Fixed camera,407
2023,ACT,17-25,speed_fines,Mobile camera,204
2023,ACT,17-25,speed_fines,Police issued,83
2023,ACT,26-39,speed_fines,Fixed camera,1005
2023,ACT,26-39,speed_fines,Mobile camera,545
2023,ACT,26-39,speed_fines,Police issued,86
2023,ACT,40-64,speed_fines,Fixed camera,1682
2023,ACT,40-64,speed_fines,Mobile camera,770
2023,ACT,40-64,speed_fines,Police issued,64
2023,ACT,65 and over,speed_fines,Fixed camera,444
2023,ACT,65 and over,speed_fines,Mobile camera,205
2023,ACT,65 and over,speed_fines,Police issued,6
2023,NSW,0-16,speed_fines,Police issued,4
